title,best_persona_match,match_score,all_scores,type,land_area,building_area,bedrooms,bathrooms,floors,SCHOOL,HOSPITAL,TRANSPORT,MARKET,MALL
Rumah Luas di Beji Timur LT:523 SHM 10 menit ke Tol,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,523.0,250.0,7,3,1.0,1,0,1,0,0
"JUAL Kosan Fs (10 KAMAR) Dekat (KAMPUS UI) Kost Baru Mewah, Beji Depok",Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,82.0,238.0,10,10,1.0,0,1,0,1,0
Rumah Minimalis SHM di Depok Dekat Faskes dan Tol Semi Furnish J-19064,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,90.0,38.0,2,1,1.0,1,1,1,1,0
Segera Dapatkan Rumah 700 Jutaan di Kota Depok Akses Dekat Tol Srt SHM,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.4}",Rumah,50.0,70.0,3,2,2.0,1,1,1,0,1
JUAL RUMAH HITUNG TANAH POSISI 10 menit dari Pintu Tol Kukusan,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,300.0,150.0,4,3,1.0,0,0,1,0,1
"Di jual Rumah di perumnas depok tengah, hub.081220392244",Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.2}",Rumah,90.0,90.0,4,1,1.0,0,0,0,0,0
Rumah Cluster Model Scandinavian,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,48.0,45.0,2,1,1.0,0,0,0,0,0
Jual Apartemen Margonda Residence 2 Depok,Individu Lajang,0.6,"{'Pasangan Bekerja dengan Anak': 0.0, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.6}",Apartemen,21.0,21.0,1,1,1.0,0,1,0,0,1
Cukup Booking 3 juta Dapat Diskon 15 juta Khusus Minggu ini,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Di jual rumah dekat toll komplek Puri kukusan depok,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,140.0,120.0,4,2,1.0,0,0,1,0,0
Dijual rumah 730m dengan taman luas dbelakang trawat cilodong depok,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,710.0,80.0,2,2,2.0,1,1,1,1,0
"Cuma 225 jt , diskon 15 jt , 3x bayar",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Hunian ala eropa akses terdekat ke stasiun depok lama nempel gdc,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,85.0,80.0,3,3,2.0,1,1,1,1,0
RUMAH TANPA DP ANGSURAN 3JT AN DI KEMANG BOGOR MAINROAD JL BOGOR - BSD,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.4}",Rumah,62.0,49.0,3,2,2.0,1,1,1,0,1
Beli sekarang langsung dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Apartemen margonda residence3 depok full furnish,Individu Lajang,1.0,"{'Pasangan Bekerja dengan Anak': 0.0, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 1.0}",Apartemen,25.0,25.0,1,1,1.0,1,1,0,1,1
"Cuma 225 jt , diskon 15 jt , 3x bayar",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Hunian siap huni 2 lantai kamar 4 lokasi sumkajaya depok,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,80.0,120.0,4,3,2.0,1,1,1,0,0
Rumah Strategis 15 Mnt ke Mall Margocity Siap Huni Dibantu KPR J-12770,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,186.0,110.0,3,3,2.0,1,1,1,1,1
Dijual Rumah Strategis 20 Mnt ke Stasiun Pondok Cina Siap Huni J-24453,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,70.0,45.0,2,1,1.0,1,1,1,1,0
Hunian 2lantai bata merah lokasi nempel GDC dan dekat stasiun depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.2}",Rumah,64.0,64.0,3,2,2.0,1,1,1,1,0
Rumah 2 lantai mewah dalam perumahan SAI raden saleh sukmajaya depok,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,56.0,75.0,3,2,2.0,0,1,1,0,0
Hunian 1 lantai ready stok termurah di sukmajaya ksu depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,68.0,45.0,2,1,1.0,1,1,1,1,0
Hunian 2 lantai siap huni bisa DP  0% lokasi sukmajaya depok,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,87.0,90.0,3,3,2.0,1,1,1,1,0
Hunian 2lantai mewah lokasi Strategis kemang depok dekat Stasiun,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,64.0,75.0,3,2,2.0,0,1,1,0,1
"Cuma 165 jt , bayar 3x , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
RUMAH SECOND NEMPEL PERUMAHAN GDC SUKMAJAYA KEMANG,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,69.0,36.0,2,1,1.0,1,1,1,0,0
"Cuma 165 jt , 3x bayar , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Rumah mewah bebas banjir 3 menit ke stasiun depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"3 menit ke stasiun depok, rumah mewah bebas banjir akses mudah",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Surat SHM , cuma 165 jt , 3x bayar",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Rumah Siap Huni bisa KPR di pondok terong Cipayung Depok,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,90.0,64.0,2,1,1.0,0,0,0,0,0
"3 menit ke stasiun depok, rumah mewah bebas banjir",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Cuma 165 jt , 3x bayar , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Rumah mewah terasa di pondok indah harga rendah akses mudah,Pasangan Bekerja tanpa Anak,1.0,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 1.0, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,2,1.0,1,1,1,0,1
Beli sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah Semi Furnish di Depok 5 Mnt ke Alia Hospital Harga Nego J-17910,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.0}",Rumah,90.0,70.0,3,3,2.0,1,1,1,1,0
Rumah Baru Tanpa Dp Di KSU sukmajaya Depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,70.0,45.0,2,1,1.0,1,1,1,1,0
Rumah Seken Terawat 9 Menit ke Stasiun KA Depok SHM Harga Nego J-11094,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,194.0,120.0,3,4,2.0,1,0,1,0,1
Di Jual Rumah Berikut Kontrakan,Pasangan Bekerja tanpa Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.4}",Rumah,85.0,85.0,2,1,1.0,1,1,0,1,1
"Rumah 2,5 lantai murah bagus dekat pintu tol kukusan",Pasangan Bekerja tanpa Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.0}",Rumah,60.0,120.0,4,3,5.0,1,1,1,1,0
"Rumah minimalis, harga ekonomis, lokasi strategis, dekat tol kukusan",Pasangan Bekerja tanpa Anak,1.0,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 1.0, 'Individu Lajang': 0.4}",Rumah,55.0,58.0,2,2,1.0,0,0,1,0,0
Rumah murah kualitas premium,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,120.0,250.0,6,3,3.0,0,0,0,0,0
Dijual Cepat Siap Huni Bisa KPR Free Biaya Akad Dekat Margonda Depok,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,90.0,45.0,2,1,1.0,1,1,1,1,1
Rumah Minimalis 17 Mnt ke Puskesmas Sukmajaya 3 KT Harga Nego J-14005,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,92.0,130.0,3,3,2.0,1,1,1,1,1
Rumah Asri LB 130 di Depok Dekat Pintu Tol Kukusan 2 Siap Huni J-14005,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,92.0,130.0,3,3,2.0,1,1,1,1,1
Perumahan siap huni harga terjangkau fasilitas lengkap,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,90.0,65.0,3,2,1.0,0,1,0,0,0
Rumah Hoek Murah 1 Lantai dekat SMA Negeri Favorit Di Depok,Pasangan Bekerja tanpa Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.4}",Rumah,125.0,120.0,2,1,1.0,1,1,1,1,1
Take over 95 Juta Perumahan grand Depok city sukmajaya depok,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,84.0,45.0,2,1,1.0,0,0,0,0,0
Dijual Rumah di Perum Grand Depok City Jawa Barat,Pasangan Bekerja tanpa Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.4}",Rumah,131.0,80.0,2,1,1.0,0,0,0,0,0
HUNIAN 2 LT DALAM CLUSTER MEWAH DI DEPOK DEKAT CIBUBUR EXIT TOL CIJAGO,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,86.0,100.0,4,3,2.0,1,1,1,0,0
"Cuma 225 jt , diskon 15 jt",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Beli sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
(BU) Dijual Rumah Second dengan tanah luas (189 m2),Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,189.0,55.0,2,1,1.0,0,1,1,1,0
"DI JUAL CEPAT RUMAH DALAM CLUSTER DI JAKASETIA, BEKASI SELATAN",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.4}",Rumah,60.0,72.0,2,2,1.0,0,1,1,0,1
RUMAH 2 LANTAI SIAP HUNI DI CIBUBUR,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.2}",Rumah,70.0,65.0,3,2,1.0,1,1,1,0,1
Dijual BU Rumah Siap Huni Strategis dlm cluster,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,121.0,70.0,3,2,1.0,0,1,0,0,0
Rumah murah dekat stasiun depok,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
DIJUAL RUMAH DEKAT SEKOLAH DAN MARGONDA DI BEJI DEPOK,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,87.0,90.0,3,3,2.0,1,1,1,1,0
Rumah LT 129 di Depok 10 Mnt ke Gerbang Tol Cisalak 3 Bisa KPR J-16117,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,129.0,120.0,3,3,1.0,1,1,1,1,1
"Disewakan atau Dijual Rumah Murah Langka Sukmajaya, Depok",Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,116.0,200.0,4,2,2.0,0,1,1,1,1
"Cluster Eropa Termewah di Cibubur – TANPA DP, Dekat Margonda & Tol",Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,61.0,72.0,3,2,2.0,0,1,1,1,0
"Cuma 165 jt , surat shm",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Rumah LT 98 Hadap Timur 20 Menit ke Tol Margonda 3 Free Renov J-13329,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,98.0,70.0,2,1,1.0,1,1,1,1,0
Rumah desain Modern Minimalis Depok (Full Furnished),Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,98.0,180.0,4,2,3.0,1,1,0,1,0
Rumah 1 Lt Hadap Timur di Depok Dekat Stasiun SHM Sudah Renov J-22104,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,72.0,60.0,3,1,1.0,1,1,1,1,1
Rumah KPR 2 Lantai Sukmajaya 3 Juta All in Free semua biaya,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,100.0,100.0,3,3,1.0,1,1,1,1,0
Promo bulan ini free canopi dan AC,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,50.0,36.0,2,1,1.0,1,1,0,0,1
Rumah Brand New Cluster 3 Lantai Pinggir TOL Krukut Antasari Jaksel,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,90.0,170.0,3,3,3.0,1,1,1,0,1
Rumah Di Jual 4BR Jl M Kahfi Beji Dekat Tol perbatasan Jakarta Depok,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,718.0,300.0,4,4,2.0,0,0,0,0,0
Apartemen Taman Melati Margonda Fully Furnished Baru,Individu Lajang,1.0,"{'Pasangan Bekerja dengan Anak': 0.0, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 1.0}",Apartemen,27.0,27.0,1,1,1.0,0,0,0,0,0
Dijual rumah minimalis,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,111.0,75.0,3,2,1.0,0,0,0,0,0
"Rumah di Sawangan, Depok",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,121.0,36.0,2,1,1.0,0,0,0,0,0
Dijual rumah di perumahan bukit cengkeh berbunga,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,60.0,84.0,3,2,2.0,0,0,1,0,0
Rumah dijual dimerdeka depok dua timur,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.2}",Rumah,115.0,107.0,3,1,2.0,1,1,1,1,1
Rumah dijual di depok jatijajar,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.4}",Rumah,60.0,60.0,2,1,1.0,1,0,0,0,0
Shila at Sawangan Cluster Lake Series Vista Tipe Pavilion,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,128.0,150.0,4,2,2.0,1,1,1,1,1
"Dijual rumah di Sawangan, Pengasinan Depok",Pasangan Bekerja dengan Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.8, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,223.0,125.0,3,2,1.0,1,0,0,0,0
Rumah dijual lokasi depok timur depan,Pasangan Bekerja tanpa Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.4}",Rumah,102.0,102.0,2,1,1.0,0,0,0,0,0
Rumah dijual lokasi di perumahan griya depok asri,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,120.0,100.0,3,2,1.0,0,0,0,0,0
TOWENHOUSE MEWAH 2 LANTAI SIAP HUNI BISA KPR DP 0% ALL IN BIAYA,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.2}",Rumah,70.0,65.0,3,2,1.0,1,1,1,0,1
DIJUAL RUMAH SIAP HUNI BISA KPR DP 0% DI CIBUBUR,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.2}",Rumah,70.0,65.0,3,2,1.0,1,1,1,0,1
DIJUAL RUMAH MINIMALIS BEJI DEPOK,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,79.0,75.0,3,2,2.0,1,1,1,0,1
Samesta Mahata Margonda Tipe 1 BR,Individu Lajang,0.8,"{'Pasangan Bekerja dengan Anak': 0.0, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.8}",Apartemen,0.0,36.0,1,1,1.0,1,1,1,0,1
Booking 3jt sekarang diskon 15jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah Seken 2 Lantai 15 Mnt ke RS Grha Permata Ibu Harga Nego J-22771,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.4}",Rumah,69.0,58.0,2,1,2.0,1,1,1,0,0
Rumah minimalis 2 kamar siap huni akses mobil hanya 175jutaan,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,40.0,2,1,1.0,1,0,1,1,0
Rumah strategis untuk usaha,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,110.0,45.0,2,1,1.0,0,0,0,0,0
Rumah second dijual 162m²(1.2M)Gdc Sukmajaya Depok,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,162.0,89.0,3,2,1.0,0,0,1,0,0
Booking sekarang 3 jt langsung dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Cuma 165 jt , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Rumah LT 71 Strategis 15 Mnt ke Pintu Tol Cisalak 1 Siap Huni J-24464,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,71.0,36.0,2,1,1.0,1,1,1,0,0
