title,best_persona_match,match_score,type,land_area,building_area,bedrooms,bathrooms,floors,address_city,SCHOOL,HOSPITAL,TRANSPORT,MARKET,MALL
Rumah Idaman full furnish,Pasangan Bekerja dengan Anak,0.4,Rumah,376.0,650.0,7.0,7.0,3.0,Jakarta Pusat,0,0,1,0,0
"Rumah dijual cepat dibawah NJOP di Asem baris, Tebet, Jaksel",Pasangan Bekerja dengan Anak,0.2,Rumah,760.0,1020.0,7.0,7.0,2.0,Jakarta Selatan,0,0,0,0,0
"Rumah  Dijual Hitung Tanah di  Pegangsaan, Menteng, Jakpus",Pasangan Bekerja dengan Anak,0.4,Rumah,778.0,407.0,8.0,4.0,1.0,Jakarta Pusat,0,0,0,0,0
DIJUAL MURAH BANGET APARTEMEN MENTENG PARK JAKARTA PUSAT,Pasangan Bekerja tanpa Anak,0.6,Apartemen,0.0,72.0,2.0,2.0,1.0,Jakarta Pusat,0,0,0,0,0
Dijual Segera Rumah Asri 3 Lt di Jl Tebet Barat Dalam Jakarta Selatan,Pasangan Bekerja dengan Anak,0.4,Rumah,142.0,350.0,5.0,5.0,3.0,Jakarta Selatan,0,0,0,0,0
"Apartemen Menteng Park, Studio, 33sqm, Furnished, Spring",Individu Lajang,0.8,Apartemen,0.0,33.0,1.0,1.0,1.0,Jakarta Pusat,0,0,0,1,0
"Apartemen Puri Imperium, 3BR, 136sqm, Furnished, Tower 1",Pasangan Bekerja dengan Anak,0.4,Apartemen,0.0,136.0,3.0,2.0,1.0,Jakarta Selatan,0,0,0,1,0
"Apartemen Menteng Park, 2BR, 61sqm, New Furniture",Pasangan Bekerja tanpa Anak,0.6,Apartemen,0.0,61.0,2.0,1.0,1.0,Jakarta Pusat,0,0,0,1,0
Dijual murah apartemen Bassura city atas mall tipe studio,Individu Lajang,1.0,Apartemen,28.0,28.0,1.0,1.0,1.0,Jakarta Timur,0,0,0,0,1
Dijual Bu termurah unit 2BR fullfurnish Bassura City,Individu Lajang,0.8,Apartemen,0.0,34.0,2.0,1.0,1.0,Jakarta Timur,0,0,0,0,0
Rumah Di Cipinang Muara Harga Nego Siap Huni,Pasangan Bekerja dengan Anak,0.6,Rumah,220.0,300.0,5.0,4.0,1.0,Jakarta Timur,0,0,1,0,1
Type 1BR apartemen Bassura City SHM semi furnished,Individu Lajang,0.8,Apartemen,0.0,28.0,1.0,1.0,1.0,Jakarta Timur,1,0,0,1,1
"Dijual Apartement Menteng Park 2 BR Fully Furnished, Jakarta Pusat",Pasangan Bekerja tanpa Anak,0.6,Apartemen,0.0,53.0,2.0,1.0,1.0,Jakarta Pusat,1,1,0,1,0
Bassura City Tower G Lt 18,Individu Lajang,1.0,Apartemen,37.0,37.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
"Dijual Rumah Mewah 3lt, Furnished, Kolam Renang di Menteng. Jakarta",Pasangan Bekerja dengan Anak,0.4,Rumah,474.0,1300.0,6.0,5.0,3.0,Jakarta Pusat,0,0,0,0,0
RUMAH MURAH STRATEGIS 2 LANTAI MINIMALIS DI PISANGAN JAKARTA TIMUR,Pasangan Bekerja tanpa Anak,1.0,Rumah,32.0,64.0,2.0,2.0,2.0,Jakarta Timur,1,0,1,0,0
Jual Cepat Apartemen Type 1 BR di Bassura City Jakarta Timur,Individu Lajang,0.8,Apartemen,0.0,25.0,1.0,1.0,1.0,Jakarta Timur,0,0,0,0,1
Jual Cepat Rumah 2 Lt Siap Huni di Area Jatinegara Jakarta Timur,Pasangan Bekerja dengan Anak,0.6,Rumah,52.0,104.0,3.0,2.0,2.0,Jakarta Timur,1,0,1,1,1
Dijual 2BR FullFurnished+Water Heater Apartemen Bassura City Tower (G),Individu Lajang,1.0,Apartemen,34.0,34.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Jual Cepat 2br furnished lti 2|ready unit bassura city,Individu Lajang,1.0,Apartemen,34.0,34.0,2.0,1.0,1.0,Jakarta Timur,0,1,0,0,0
Studio UF Bassura City|Jual Cepat Harga Terjangkau,Individu Lajang,0.6,Apartemen,21.0,21.0,1.0,1.0,1.0,Jakarta Timur,0,0,0,0,0
Jual Unit Studio Bassura City,Individu Lajang,0.6,Apartemen,18.0,18.0,1.0,1.0,1.0,Jakarta Timur,0,0,0,0,1
Rumah murah bebas banjir di Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
DI JUAL CEPAT APARTEMEN BASSURA FULL FURNISH ( NEW RENOVASI),Individu Lajang,1.0,Apartemen,34.0,34.0,2.0,1.0,1.0,Jakarta Timur,0,0,0,0,0
Di jual Rumah minimalis dengan harga murah di Cipinang elok Jakarta,Pasangan Bekerja tanpa Anak,0.6,Rumah,16.0,31.0,1.0,2.0,2.0,Jakarta Timur,0,0,0,0,0
Rumah murah bebas banjir di Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Pusat,1,1,1,1,1
Cukup Booking 3 juta Dapat Diskon 15 juta Khusus Minggu ini,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
"Dijual rumah luas, bisa dibuat kost-kostan",Pasangan Bekerja dengan Anak,0.8,Rumah,400.0,220.0,5.0,2.0,1.0,Jakarta Timur,1,1,1,0,1
Jual 2BR Hook Furnished Tower A di atas Mall BASSURA BASURA,Individu Lajang,1.0,Apartemen,34.0,34.0,2.0,1.0,1.0,Jakarta Timur,0,1,1,1,1
Bassura cattleya 2 BR unfurnish masih ppjb,Individu Lajang,1.0,Apartemen,34.0,34.0,2.0,1.0,1.0,Jakarta Timur,0,1,0,0,0
Apartment 2 Bedroom Furnished di Bassura City,Individu Lajang,0.8,Apartemen,0.0,34.0,2.0,1.0,1.0,Jakarta Timur,0,0,0,0,0
Dijual Apartement Thamrin Executive Type Studio Full Furnish View Pool,Individu Lajang,0.8,Apartemen,0.0,30.0,1.0,1.0,1.0,Jakarta Pusat,1,0,1,1,1
Kost-an di Jalan Kramat Lontar JakPus,Pasangan Bekerja dengan Anak,0.2,Rumah,774.0,2053.0,10.0,10.0,4.0,Jakarta Pusat,0,0,0,0,0
Jual Cepat SHM 2 Bed BESAR 40 m² HOEK Apartemen Bassura City,Individu Lajang,0.8,Apartemen,1.0,40.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Jual 3BR furnished tower Bougenville apartemen Bassura City,Pasangan Bekerja tanpa Anak,0.6,Apartemen,0.0,65.0,3.0,2.0,1.0,Jakarta Timur,1,0,0,1,1
Dijual Rumah 3 lantai di Kalimalang dekat pintu Tol Becak Kayu,Pasangan Bekerja dengan Anak,0.6,Rumah,204.0,300.0,6.0,7.0,3.0,Jakarta Timur,0,0,1,1,1
Rumah bebas banjir di Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,30.0,27.0,2.0,1.0,1.0,Jakarta Timur,0,1,0,0,0
Rumah mewah termurah di depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Boking 3 juta dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Rumah cluster bebas banjir di depok,Pasangan Bekerja tanpa Anak,0.6,Rumah,25.0,21.0,2.0,1.0,1.0,Jakarta Selatan,1,1,1,1,1
Rumah Tropis dalam Cluster Premier Estate Bambu Apus Cipayung Jaktim,Pasangan Bekerja dengan Anak,0.6,Rumah,53.0,75.0,3.0,2.0,2.0,Jakarta Timur,0,1,1,0,0
Rumah Free Biaya-Biaya All In di Lubang Buaya Cipayung Jakarta Timur,Pasangan Bekerja dengan Anak,0.6,Rumah,70.0,85.0,3.0,2.0,2.0,Jakarta Timur,0,1,1,0,0
Dijual Rumah Murah Modern Kualitas Premium dalam Cluster Bantar Jati,Pasangan Bekerja dengan Anak,0.2,Rumah,88.0,165.0,5.0,5.0,2.0,Jakarta Timur,1,1,1,0,0
Jual BU 2BR apartemen Bassura city tower Alamanda view city,Individu Lajang,0.8,Apartemen,0.0,34.0,2.0,1.0,1.0,Jakarta Timur,1,1,0,1,1
Cukup Booking 3 juta Dapat Diskon 15 juta Khusus Minggu ini,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Dijual Apartemen kalibata citu tower kemuning,Individu Lajang,1.0,Apartemen,28.0,28.0,2.0,1.0,1.0,Jakarta Timur,0,0,1,0,1
Jual 2BR Furnished Tower Jasmine Bassura City Apartemen,Individu Lajang,0.8,Apartemen,1.0,34.0,2.0,1.0,1.0,Jakarta Timur,0,1,0,0,0
Dijual BU unit 2br fullfurniss diatas mall bassura city,Individu Lajang,1.0,Apartemen,34.0,34.0,2.0,1.0,1.0,Jakarta Timur,0,0,0,0,0
Dijual unit 2br fullfurniss apt bassura city,Individu Lajang,1.0,Apartemen,34.0,34.0,2.0,1.0,1.0,Jakarta Timur,1,0,0,0,0
Bassura City Apartemen atas mall Jakarta Timur Cipinang Tebet Kuningan,Individu Lajang,1.0,Apartemen,28.0,28.0,2.0,1.0,1.0,Jakarta Timur,0,0,0,0,1
Rumah murah aman bebas banjir di Depok,Pasangan Bekerja tanpa Anak,0.6,Rumah,25.0,21.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Di JUAL CLUSTER PISANGAN BARU SELATAN JAKTIM,Pasangan Bekerja tanpa Anak,0.6,Rumah,32.0,64.0,3.0,3.0,2.0,Jakarta Timur,0,0,0,1,0
Dijual 2BR kosongan Apartemen Bassura City | SHM,Individu Lajang,1.0,Apartemen,34.0,34.0,2.0,1.0,1.0,Jakarta Timur,1,0,1,0,1
Dijual 2BR Furnished Apartemen Bassura City | Lantai Rendah,Individu Lajang,1.0,Apartemen,34.0,34.0,2.0,1.0,1.0,Jakarta Timur,1,0,1,0,1
Dijual Rumah indent New Launching lokasi Jatinegara,Pasangan Bekerja tanpa Anak,1.0,Rumah,32.0,64.0,2.0,2.0,1.0,Jakarta Timur,0,1,1,0,1
"Dijual Tanah & Bangunan di Jl. Gudang Peluru, Kebon Baru, Tebet",Pasangan Bekerja dengan Anak,0.4,Rumah,961.0,434.0,5.0,5.0,2.0,Jakarta Selatan,0,0,0,0,0
Dijual Rumah 2Lantai 725jt dekat Apartemen Menara Swasana Pd. Kelapa,Pasangan Bekerja dengan Anak,0.6,Rumah,55.0,110.0,3.0,2.0,2.0,Jakarta Timur,0,0,0,0,0
Rumah hitung Tanah 517m² Pegangsaan Menteng JakPus hadap Selatan,Pasangan Bekerja dengan Anak,0.6,Rumah,517.0,500.0,5.0,5.0,1.0,Jakarta Pusat,0,0,0,0,0
Bassura city 3 kamar furnish SHM nego,Individu Lajang,0.8,Apartemen,48.0,48.0,3.0,1.0,1.0,Jakarta Timur,1,0,0,0,0
DIJUAL UNIT SHM BISA KPA TYPE 2 KAMAR TOWER DAHLIA APT BASSURA CITY,Individu Lajang,0.8,Apartemen,0.0,34.0,2.0,1.0,1.0,Jakarta Timur,0,0,0,0,0
DIJUAL BISA KPA TYPE 2 KAMAR TOWER DAHLIA APT BASSURA CITY,Individu Lajang,0.8,Apartemen,0.0,34.0,2.0,1.0,1.0,Jakarta Timur,0,0,0,0,0
Townhouse Mewah di Tebet Barat Dalam,Pasangan Bekerja dengan Anak,0.4,Rumah,82.0,200.0,5.0,4.0,3.0,Jakarta Selatan,0,1,0,0,0
DIJUAL CEPAT BISA KPA (SHM) TYPE 2 BR SEMI APT.BASSURA,Individu Lajang,0.8,Apartemen,0.0,34.0,2.0,1.0,1.0,Jakarta Timur,0,0,0,0,0
"Jual  studio Furnished  SHM,  Murah, Bassura @Basura no kalibata",Individu Lajang,0.6,Apartemen,21.0,21.0,1.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Dijual Rumah Mewah dan Elegan Di Cipinang Baru Raya Jakarta Timur,Pasangan Bekerja dengan Anak,0.4,Rumah,76.0,90.0,3.0,3.0,1.0,Jakarta Timur,0,1,1,0,1
Rumah 1 lantai setengah termurah di Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Rumah 1 lantai setengah termurah di Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Disewakan apartemen capitol park Salemba UI-RSCM Jakarta Pusat,Individu Lajang,1.0,Apartemen,24.0,24.0,1.0,1.0,1.0,Jakarta Pusat,1,1,1,1,0
3 menit ke stasiun Depok booking sekarang dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Pusat,1,1,1,1,1
Dijual MURAH! NEW! Apt Basura City 2BR! Tower Heliconia!Lantai Rendah!,Individu Lajang,1.0,Apartemen,34.0,34.0,2.0,1.0,1.0,Jakarta Timur,1,0,0,0,0
Jual 2BR connecting apartemen Bassura City 4Kamar,Pasangan Bekerja tanpa Anak,0.6,Apartemen,0.0,68.0,4.0,2.0,1.0,Jakarta Timur,1,1,0,1,1
Jual 2BR SHM apartemen Bassura city tower Edelweiss,Individu Lajang,0.8,Apartemen,0.0,34.0,2.0,1.0,1.0,Jakarta Timur,1,0,0,1,1
Jual 3 BR Asli Rugi Apartemen Bassura City Jakarta Tower Flamboyan,Individu Lajang,0.8,Apartemen,48.0,43.0,3.0,1.0,1.0,Jakarta Timur,0,0,0,0,0
Rumah 1 lantai setengah paling murah sekota depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Rumah Seken 4 KT 12 Mnt ke Lippo Plaza Kramat Jati Siap Huni J-19083,Pasangan Bekerja dengan Anak,0.2,Rumah,115.0,185.0,4.0,3.0,2.0,Jakarta Timur,1,1,1,1,1
Dijual Murah Apartemen di Jakarta Timur Patria Park furnished 2 BR,Pasangan Bekerja tanpa Anak,0.6,Apartemen,0.0,82.0,2.0,2.0,1.0,Jakarta Timur,0,0,0,0,0
DIJUAL CEPAT SIGNATURE PARK GRANDE 2 BEDROOM HOEK FULLY FURNISHED,Individu Lajang,1.0,Apartemen,49.0,49.0,2.0,1.0,1.0,Jakarta Timur,0,0,0,0,0
Di jual rumah Rawamangun Jakarta Timur,Pasangan Bekerja dengan Anak,0.4,Rumah,90.0,90.0,5.0,2.0,2.0,Jakarta Timur,0,0,0,1,0
Dijual Rumah ada Toko nya Pisangan Timur,Pasangan Bekerja dengan Anak,0.4,Rumah,187.0,170.0,4.0,2.0,1.0,,1,0,0,0,0
Dijual unit 2br fullfurniss apt basura city,Individu Lajang,1.0,Apartemen,34.0,34.0,2.0,1.0,1.0,,0,0,0,0,0
ApartKost 14 KT dekat pusat perkantoran Kuningan Jakarta Timur,Pasangan Bekerja dengan Anak,0.2,Apartemen,104.0,435.0,10.0,10.0,1.0,,1,0,1,0,1
Rumah dalam TownHouse  Pasar Minggu Jakarta Selatan,Pasangan Bekerja dengan Anak,0.6,Rumah,256.0,500.0,5.0,5.0,2.0,Jakarta Selatan,0,1,0,0,0
PESONA KALISARI JAKARTA TIMUR,Pasangan Bekerja dengan Anak,0.4,Rumah,73.0,120.0,4.0,2.0,1.0,Jakarta Timur,0,0,0,1,0
Perumahan Modern TMII,Pasangan Bekerja tanpa Anak,1.0,Rumah,50.0,45.0,2.0,2.0,2.0,Jakarta Timur,1,1,1,0,1
RUMAH DI JUAL CEPAT,Pasangan Bekerja dengan Anak,0.6,Rumah,226.0,300.0,4.0,3.0,2.0,Jakarta Timur,0,0,0,0,0
AKSES PREMIUM RUMAH MEWAH DIJUAL DI BAMBUS APUS JAKARTA,Pasangan Bekerja dengan Anak,0.2,Rumah,72.0,140.0,5.0,4.0,3.0,Jakarta Timur,1,1,1,0,1
Dijual rumah sangat layak di huni,Pasangan Bekerja dengan Anak,0.6,Rumah,250.0,480.0,5.0,5.0,1.0,Jakarta Timur,0,0,0,0,0
"Rumah Kontrakan di Cawang, hanya 50m dari jalan Otista",Pasangan Bekerja dengan Anak,0.4,Rumah,150.0,300.0,1.0,1.0,1.0,Jakarta Timur,0,0,1,0,0
[JUAL] 2BR Furnished Apt.Bassura City | Flamboyan,Individu Lajang,1.0,Apartemen,34.0,34.0,2.0,1.0,1.0,Jakarta Timur,1,0,1,0,1
Rumah strategis dalam town house  di Pasar Rebo nempel TB.simatupang,Pasangan Bekerja dengan Anak,0.2,Rumah,111.0,135.0,4.0,3.0,2.0,Jakarta Selatan,1,1,1,1,1
A17 Jual Rumah Besar Termurah di Jalan Ampera Raya Ragunan,Pasangan Bekerja dengan Anak,0.4,Rumah,872.0,500.0,4.0,4.0,1.0,Jakarta Selatan,0,0,0,1,0
Rumah 1 lantai setengah termurah di Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Rumah nyaman Harga aman di Cililitan Jakarta Timur,Pasangan Bekerja dengan Anak,0.4,Rumah,180.0,260.0,5.0,3.0,1.0,Jakarta Timur,0,1,1,0,1
Rumah mewah dalam cluster di Condet batu ampar,Pasangan Bekerja dengan Anak,0.6,Rumah,50.0,100.0,3.0,2.0,5.0,Jakarta Timur,0,1,1,1,0
Dijual Murah Rumah Eropa Classic di Pejaten Barat Jakarta Selatan,Pasangan Bekerja dengan Anak,0.4,Rumah,101.0,250.0,5.0,4.0,3.0,Jakarta Selatan,1,1,1,0,0
Rumah di Kemang Selatan Jakarta Asri dan Nyaman,Pasangan Bekerja dengan Anak,0.4,Rumah,933.0,407.0,7.0,4.0,1.0,Jakarta Selatan,0,0,0,0,0
RUMAH LAMA LOKASI PINGGIR JALAN KEMANG,Pasangan Bekerja dengan Anak,0.2,Rumah,2002.0,900.0,10.0,5.0,2.0,Jakarta Selatan,0,1,0,0,0
Kemang - Murah GILA,Pasangan Bekerja dengan Anak,1.0,Rumah,360.0,360.0,3.0,2.0,1.0,Jakarta Selatan,0,1,1,0,1
"Jual Rumah Kemang dibawah Njop, Lokasi strategis",Pasangan Bekerja dengan Anak,0.8,Rumah,535.0,300.0,3.0,3.0,1.0,Jakarta Selatan,1,0,0,0,0
Discovery residence  bintaro jaya sektor 9,Pasangan Bekerja dengan Anak,0.4,Rumah,120.0,170.0,3.0,3.0,2.0,Jakarta Selatan,0,0,0,0,0
"Rumah Siap Huni, Dekat Stasiun KRL Bojonggede.Tanpa DP. free biaya2",Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,36.0,2.0,1.0,1.0,Bogor Kab.,0,1,0,0,0
Rumah di jual rumah satu lantai dng kolam renang dan taman di kemangn,Pasangan Bekerja dengan Anak,0.6,Rumah,818.0,600.0,3.0,3.0,1.0,Jakarta Selatan,0,0,0,0,0
"Cuma 165 jt , surat SHM , 3x bayar , lokasi di Depok",Pasangan Bekerja tanpa Anak,0.6,Rumah,25.0,21.0,2.0,1.0,1.0,Jakarta Selatan,1,1,1,1,1
Rumah LT 87 Air PDAM 17 Menit ke RSIA Citra Insani Harga Nego J-19062,Pasangan Bekerja tanpa Anak,0.6,Rumah,87.0,55.0,2.0,1.0,1.0,Jakarta Selatan,1,1,1,1,1
Rumah luxury desain minimalis modern di Kemang jakarta selatan,Pasangan Bekerja dengan Anak,0.6,Rumah,468.0,480.0,5.0,4.0,2.0,Jakarta Selatan,0,0,0,0,0
Citaville Bogor - Cluster Akasia Tipe Merbau,Pasangan Bekerja tanpa Anak,0.8,Rumah,66.0,75.0,2.0,2.0,2.0,Bogor Kab.,0,0,0,0,0
Dijual Apartemen Kemang Village Residence Tipe Studio,Individu Lajang,0.8,Apartemen,0.0,38.0,1.0,1.0,1.0,Jakarta Selatan,0,1,0,0,1
"Dijual Cepat & Murah,  Dibawah Harga NJOP,Kemang Timur",Pasangan Bekerja dengan Anak,0.8,Rumah,535.0,450.0,3.0,3.0,1.0,Jakarta Selatan,0,0,0,1,0
Dıjual rumah sıap hunı (Harga Nego),Pasangan Bekerja tanpa Anak,0.6,Rumah,104.0,48.0,2.0,1.0,1.0,Bogor Kab.,0,1,1,0,0
Dijual cepat rumah siap huni kemang timur jaksel,Pasangan Bekerja dengan Anak,0.4,Rumah,189.0,315.0,5.0,5.0,1.0,Jakarta Selatan,0,0,0,0,0
Dijual cepat rumah kemang selatan jaksel strategis,Pasangan Bekerja dengan Anak,0.4,Rumah,244.0,180.0,5.0,3.0,1.0,,0,0,0,0,0
Rumah Kemang ampera Modern Minimalis 3 Lantai Rooftop,Pasangan Bekerja dengan Anak,0.4,Rumah,125.0,320.0,5.0,5.0,3.0,Jakarta Selatan,0,0,0,0,0
"Jual BU Apartemen Kemang Village 3BR, Luxury Furniture",Pasangan Bekerja dengan Anak,0.4,Apartemen,0.0,165.0,3.0,2.0,1.0,Jakarta Selatan,1,1,0,0,1
Dijual Rumah baru di Bangka - Kemang Jakarta Selatan,Pasangan Bekerja dengan Anak,0.6,Rumah,260.0,450.0,4.0,5.0,3.0,Jakarta Selatan,0,1,0,0,0
Rumah mewah di Depok bebas banjir,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,,1,1,1,1,1
Take over / Dijual murah,Pasangan Bekerja tanpa Anak,0.6,Rumah,84.0,54.0,2.0,1.0,1.0,Bogor Kab.,1,1,1,0,0
Rumah cluster bebas banjir di depok,Pasangan Bekerja tanpa Anak,0.6,Rumah,25.0,21.0,2.0,1.0,1.0,,1,1,1,1,1
Rumah tua lahan murah njop di pejaten raya,Pasangan Bekerja dengan Anak,0.6,Rumah,647.0,250.0,3.0,3.0,1.0,,0,1,0,0,0
DI JUAL MURAH BU  RUMAH KEMANG TIMUR JAKARTA SELATAN,Pasangan Bekerja dengan Anak,0.8,Rumah,535.0,300.0,3.0,3.0,1.0,,1,0,0,1,0
Citaville Bogor - Cluster Akasia Tipe Mahony,Pasangan Bekerja tanpa Anak,0.8,Rumah,66.0,48.0,2.0,1.0,1.0,Bogor Kab.,0,0,0,0,0
cluster Kemang eminence mewah terbatas lengkap ready PPN 100% gratis,Pasangan Bekerja dengan Anak,0.6,Rumah,84.0,45.0,3.0,2.0,1.0,Jakarta Selatan,1,0,1,0,0
"Rumah Dijual - Kemang. Bangunan Baru, Bergaya Tropis. NEGO",Pasangan Bekerja dengan Anak,0.6,Rumah,207.0,308.0,7.0,6.0,3.0,Jakarta Selatan,0,1,0,0,0
JUAL RUMAH MEWAH KEMANG,Pasangan Bekerja dengan Anak,0.4,Rumah,848.0,557.0,7.0,6.0,2.0,,0,0,0,0,0
jual Wijaya 3 Blok M jakarta selatan,Pasangan Bekerja dengan Anak,0.6,Rumah,600.0,600.0,6.0,4.0,1.0,Jakarta Selatan,0,0,0,0,0
Rumah Tua Hitung Tanah di Bangka Raya Kemang Cocok Untuk Usaha,Pasangan Bekerja dengan Anak,0.4,Rumah,728.0,500.0,6.0,4.0,1.0,Jakarta Selatan,0,0,0,0,0
Bali Resort Bogor Cluster Uluwatu - Tipe 63,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,63.0,2.0,3.0,2.0,,0,1,1,0,0
Avoria Estate Cluster Barlia 2 lantai Tipe 80/90,Pasangan Bekerja dengan Anak,0.4,Rumah,90.0,80.0,3.0,3.0,2.0,Jakarta Selatan,0,0,0,0,0
JUAL RUMAH BOGOR,Pasangan Bekerja tanpa Anak,0.6,Rumah,90.0,38.0,2.0,1.0,1.0,,0,0,0,0,0
3 menit ke stasiun Depok booking sekarang dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Selatan,1,1,1,1,1
Boking 3 juta dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Selatan,1,1,1,1,1
Dijual rumah mewah luas ada lapangan golf di kemang ampera,Pasangan Bekerja dengan Anak,0.2,Rumah,10000.0,3000.0,6.0,6.0,3.0,Jakarta Selatan,0,1,0,0,0
Dijual rumah Brand New kemang jakarta selatan,Pasangan Bekerja dengan Anak,0.2,Rumah,823.0,850.0,6.0,6.0,2.0,Jakarta Selatan,0,1,0,0,0
"Rumah dijual di Kemang, Jakarta selatan",Pasangan Bekerja dengan Anak,0.6,Rumah,600.0,450.0,5.0,4.0,2.0,Jakarta Selatan,0,0,0,0,0
Rumah Minimalis Modern Nuansa Bali di Bogor,Pasangan Bekerja tanpa Anak,0.4,Rumah,90.0,80.0,2.0,1.0,2.0,,0,0,0,0,0
House FOR SALE KEMANG   Kemang - Jakarta Selatan,Pasangan Bekerja dengan Anak,0.4,Rumah,1020.0,500.0,7.0,6.0,1.0,,0,0,0,0,0
dijual rumah dikemang selatan dekat kemang raya,Pasangan Bekerja dengan Anak,0.6,Rumah,432.0,450.0,4.0,4.0,1.0,,0,0,0,0,0
Bali Resort Bogor Cluster Uluwatu- Tipe 56,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,56.0,3.0,2.0,2.0,Bogor Kab.,0,1,1,0,0
"Best House @Kemang, 1 Units Available",Pasangan Bekerja dengan Anak,0.4,Rumah,161.0,310.0,5.0,5.0,4.0,,0,0,0,0,0
DIJUAL CEPAT RUMAH KOLAM RENANG KEMANG JAKARTA SELATAN,Pasangan Bekerja dengan Anak,0.4,Rumah,180.0,250.0,4.0,4.0,1.0,Jakarta Selatan,0,0,0,0,0
Dijual Rumah Area Kemang Utara Jaksel Area Teduh Nyaman,Pasangan Bekerja dengan Anak,0.2,Rumah,848.0,848.0,4.0,3.0,1.0,Jakarta Selatan,0,1,1,0,0
Dijual Cepat Rumah di Kemang Timur Jakarta Selatan,Pasangan Bekerja dengan Anak,0.6,Rumah,535.0,250.0,4.0,4.0,1.0,Jakarta Selatan,0,1,0,0,0
Rumah Tua Kemang Anggap Beli Tanah Lokasi Dkt Raya Raya Kemang Timur,Pasangan Bekerja dengan Anak,0.8,Rumah,535.0,250.0,3.0,3.0,1.0,Jakarta Selatan,0,0,0,0,0
"rumah design tinggi cukup 3jt saja dp 0 luas tanah 66 per bulan 3,1jt1",Pasangan Bekerja tanpa Anak,0.8,Rumah,66.0,38.0,2.0,1.0,1.0,Jakarta Selatan,0,1,0,0,0
Dijual Rumah Mewah Baru Bangun Di kemang Selatan Bebas Banjir,Pasangan Bekerja dengan Anak,0.6,Rumah,600.0,600.0,6.0,6.0,1.0,Jakarta Selatan,0,0,0,0,0
3 menit ke stasiun Depok booking sekarang dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Selatan,1,1,1,1,1
APARTEMEN MURAH 2BR FULL FURNISHED MARBELLA KEMANG RESIDENCE,Pasangan Bekerja tanpa Anak,0.8,Apartemen,0.0,67.0,2.0,2.0,1.0,Jakarta Selatan,0,0,0,0,0
Rumah Hitung Tanah di Kemang Jakarta Selatan,Pasangan Bekerja dengan Anak,0.2,Rumah,927.0,927.0,4.0,3.0,1.0,Jakarta Selatan,1,0,0,0,0
"Casaviia Townhouse Kemang Jaksel 3,5 Lantai Pool (Optional)",Pasangan Bekerja dengan Anak,0.4,Rumah,127.0,315.0,4.0,3.0,3.0,Jakarta Selatan,0,1,0,0,0
DIJUAL LUXURY APARTMENT Kemang Jaya 3BR Mampang Prapatan Bangka Jkt,Pasangan Bekerja dengan Anak,0.4,Apartemen,0.0,168.0,3.0,2.0,1.0,Jakarta Selatan,1,1,0,1,1
